Wavenumber [cm-1],Raman Intensity
1625.43,5865.38
1627.37,5848.15
1629.32,5833.71
1631.27,5818.68
1633.21,5802.24
1635.16,5786.89
1637.1,5773.15
1639.05,5756.83
1640.99,5744.15
1642.93,5729.68
1644.87,5716.24
1646.81,5700.79
1648.75,5683.78
1650.69,5669.5
1652.63,5654.99
1654.56,5642.15
1656.5,5628.62
1658.44,5613.96
1660.37,5599.62
1662.31,5586.31
1664.24,5572.32
1666.17,5556.81
1668.1,5540.8
1670.03,5524.77
1671.96,5509.54
1673.89,5492.93
1675.82,5478.84
1677.75,5464.11
1679.68,5449.67
1681.6,5435.1
1683.53,5421.39
1685.46,5405.65
1687.38,5392.68
1689.3,5378.74
1691.23,5364.2
1693.15,5349.57
1695.07,5335.86
1696.99,5322.32
1698.91,5309.22
1700.83,5295.44
1702.75,5280.29
1704.66,5265.43
1706.58,5251.45
1708.5,5235.67
1710.41,5220.87
1712.32,5206.98
1714.24,5191.83
1716.15,5176.32
1718.06,5161.68
1719.97,5145.55
1721.88,5131.07
1723.79,5116.71
1725.7,5104.41
1727.61,5091.93
1729.52,5077.9
1731.43,5063.89
1733.33,5049.74
1735.24,5036.18
1737.14,5023.25
1739.04,5009.87
1740.95,4996.08
1742.85,4982.7
1744.75,4968.51
1746.65,4955.56
1748.55,4941.14
1750.45,4927.01
1752.35,4913.59
1754.25,4898.31
1756.14,4883.54
1758.04,4867.93
1759.93,4851.37
1761.83,4834.85
1763.72,4820.65
1765.61,4805.11
1767.51,4789.58
1769.4,4776.09
1771.29,4761.67
1773.18,4745.35
1775.07,4731.67
1776.96,4717.95
1778.84,4705.13
1780.73,4692.97
1782.62,4680.57
1784.5,4666.77
1786.39,4654.72
1788.27,4641.59
1790.15,4628.2
1792.04,4615.15
1793.92,4600.48
1795.8,4586.62
1797.68,4571.7
1799.56,4556.99
1801.44,4542.86
1803.32,4527.72
1805.19,4512.44
1807.07,4496.93
1808.94,4482.64
1810.82,4467.81
1812.69,4453.19
1814.57,4438.42
1816.44,4425.13
1818.31,4411.59
1820.18,4398.04
1822.05,4386.43
1823.92,4372.63
1825.79,4360.8
1827.66,4348.76
1829.53,4335.71
1831.39,4324.3
1833.26,4311.98
1835.12,4299.1
1836.99,4286.44
1838.85,4273.43
1840.71,4258.15
1842.58,4243.58
1844.44,4229.15
1846.3,4213.34
1848.16,4198.73
1850.02,4185.24
1851.87,4171.32
1853.73,4156.41
1855.59,4141.04
1857.44,4126.74
1859.3,4113.42
1861.15,4099.97
1863.01,4087
1864.86,4073.41
1866.71,4060.64
1868.56,4047.42
1870.41,4034.98
1872.26,4023
1874.11,4010.01
1875.96,3997.18
1877.81,3983.24
1879.66,3969.55
1881.5,3954.93
1883.35,3941.95
1885.19,3927.22
1887.04,3913.5
1888.88,3900.72
1890.72,3887.47
1892.56,3873.86
1894.41,3860.88
1896.25,3847.68
1898.09,3833.34
1899.92,3820.72
1901.76,3807.08
1903.6,3794.55
1905.44,3781.04
1907.27,3767.49
1909.11,3753.65
1910.94,3740.99
1912.77,3728.24
1914.61,3716.36
1916.44,3704.86
1918.27,3692.7
1920.1,3679.85
1921.93,3667.36
1923.76,3655.46
1925.59,3642.83
1927.41,3629.54
1929.24,3617.3
1931.07,3605.8
1932.89,3592.86
1934.72,3579.77
1936.54,3566.98
1938.36,3552.85
1940.19,3539.8
1942.01,3527.22
1943.83,3514.85
1945.65,3502.6
1947.47,3489.83
1949.29,3478.43
1951.1,3466.42
1952.92,3454.47
1954.74,3443.26
1956.55,3431.85
1958.37,3419.8
1960.18,3408.41
1961.99,3396.46
1963.81,3383.87
1965.62,3372.18
1967.43,3359.93
1969.24,3347.47
1971.05,3335.71
1972.86,3323.4
1974.67,3310.39
1976.47,3297.49
1978.28,3284.37
1980.09,3272.98
1981.89,3260.69
1983.7,3249.79
1985.5,3238.16
1987.3,3226.63
1989.11,3216.13
1990.91,3206.03
1992.71,3195.65
1994.51,3185.41
1996.31,3175.03
1998.11,3165.55
1999.9,3155
2001.7,3143.88
2003.5,3131.83
2005.29,3120.65
2007.09,3110.19
2008.88,3099.08
2010.67,3087.74
2012.47,3075.81
2014.26,3064.1
2016.05,3052.28
2017.84,3040.36
2019.63,3028.81
2021.42,3017.62
2023.21,3007.11
2024.99,2996.53
2026.78,2986.62
2028.57,2976.33
2030.35,2967.8
2032.14,2958.5
2033.92,2949.72
2035.7,2940.6
2037.48,2931.54
2039.27,2921.5
2041.05,2912.62
2042.83,2903.88
2044.61,2894
2046.38,2883.81
2048.16,2874
2049.94,2863.51
2051.71,2854.28
2053.49,2844.3
2055.27,2834.04
2057.04,2823.65
2058.81,2814.65
2060.59,2805.41
2062.36,2794.23
2064.13,2784.48
2065.9,2774.52
2067.67,2766.02
2069.44,2757.33
2071.21,2747.11
2072.97,2738.85
2074.74,2730.12
2076.51,2722.33
2078.27,2713.5
2080.04,2703.8
2081.8,2695.2
2083.56,2688.02
2085.32,2679.38
2087.09,2671.56
2088.85,2662.92
2090.61,2655.34
2092.37,2646.94
2094.12,2638.24
2095.88,2628.58
2097.64,2619.19
2099.4,2609.94
2101.15,2601.34
2102.91,2592.45
2104.66,2582.84
2106.41,2573.69
2108.17,2565.28
2109.92,2556.68
2111.67,2549.45
2113.42,2541.02
2115.17,2532.36
2116.92,2524.07
2118.67,2516.72
2120.42,2508.91
2122.16,2502.02
2123.91,2494.02
2125.65,2485.7
2127.4,2478.21
2129.14,2469.97
2130.89,2460.02
2132.63,2451.55
2134.37,2443.86
2136.11,2435.3
2137.85,2426.56
2139.59,2417.63
2141.33,2409.04
2143.07,2400.63
2144.81,2391.7
2146.54,2382.54
2148.28,2374.87
2150.01,2366.35
2151.75,2358.67
2153.48,2351.37
2155.22,2342.78
2156.95,2336.31
2158.68,2328.59
2160.41,2321.14
2162.14,2313.25
2163.87,2304.96
2165.6,2297.16
2167.33,2289.41
2169.05,2281.39
2170.78,2272.57
2172.51,2264.1
2174.23,2255.02
2175.96,2247.22
2177.68,2238.67
2179.4,2228.86
2181.12,2219.85
2182.85,2210.65
2184.57,2201.64
2186.29,2192.2
2188.01,2183.76
2189.72,2174.98
2191.44,2167.31
2193.16,2159.26
2194.87,2150.67
2196.59,2143.27
2198.31,2135.12
2200.02,2127.03
2201.73,2119.72
2203.45,2111.84
2205.16,2104.34
2206.87,2096.33
2208.58,2088.3
2210.29,2080.26
2212,2072.05
2213.71,2063.67
2215.41,2054.98
2217.12,2047.68
2218.83,2039.04
2220.53,2030.85
2222.24,2022.01
2223.94,2012.37
2225.64,2004.66
2227.35,1996.11
2229.05,1987.37
2230.75,1979.47
2232.45,1970.43
2234.15,1963.07
2235.85,1955.63
2237.55,1947.67
2239.24,1940.36
2240.94,1933.53
2242.64,1925.51
2244.33,1918.46
2246.03,1911.52
2247.72,1904.74
2249.41,1897.98
2251.11,1890.66
2252.8,1883.09
2254.49,1875.99
2256.18,1869.54
2257.87,1862.65
2259.56,1855.65
2261.25,1848.61
2262.93,1841.28
2264.62,1833.72
2266.31,1826.45
2267.99,1819.44
2269.68,1812.64
2271.36,1805.93
2273.04,1798.67
2274.73,1791.07
2276.41,1784.24
2278.09,1779.01
2279.77,1771.48
2281.45,1764.7
2283.13,1758.15
2284.8,1752.32
2286.48,1746.18
2288.16,1739.29
2289.83,1731.72
2291.51,1725.37
2293.18,1719.8
2294.86,1713.27
2296.53,1706.85
2298.2,1701.19
2299.88,1694.92
2301.55,1688.59
2303.22,1682.4
2304.89,1675.56
2306.55,1670.24
2308.22,1664.47
2309.89,1657.59
2311.56,1652
2313.22,1645.43
2314.89,1639.03
2316.55,1632.44
2318.22,1626.99
2319.88,1621.48
2321.54,1615.89
2323.2,1609.59
2324.86,1603.44
2326.52,1598.49
2328.18,1592.76
2329.84,1586.48
2331.5,1580.36
2333.16,1575.28
2334.81,1569.82
2336.47,1565.11
2338.12,1558.63
2339.78,1552.3
2341.43,1546.63
2343.09,1542.02
2344.74,1536
2346.39,1528.28
2348.04,1523.8
2349.69,1518.2
2351.34,1511.99
2352.99,1507.06
2354.64,1501.63
2356.28,1496.66
2357.93,1492.4
2359.58,1487.02
2361.22,1480.08
2362.87,1473.86
2364.51,1468.61
2366.15,1462.28
2367.8,1455.81
2369.44,1450.95
2371.08,1445.04
2372.72,1439.77
2374.36,1433.92
