Wavenumber [cm-1],Raman Intensity
1664.24,16372.98
1666.17,16329.92
1668.1,16285.65
1670.03,16238.11
1671.96,16185.42
1673.89,16131.83
1675.82,16069.66
1677.75,16005.85
1679.68,15934.27
1681.6,15847.44
1683.53,15750.87
1685.46,15643.92
1687.38,15521.15
1689.3,15388.11
1691.23,15241.96
1693.15,15092.98
1695.07,14932.5
1696.99,14784.03
1698.91,14646.19
1700.83,14526
1702.75,14421.83
1704.66,14334.26
1706.58,14257.67
1708.5,14194.41
1710.41,14135.99
1712.32,14089.22
1714.24,14043.96
1716.15,13997.39
1718.06,13952.07
1719.97,13908.44
1721.88,13865.89
1723.79,13822.5
1725.7,13778.42
1727.61,13737.72
1729.52,13699.28
1731.43,13662.34
1733.33,13625.13
1735.24,13592.35
1737.14,13558.84
1739.04,13529.08
1740.95,13494.02
1742.85,13458.38
1744.75,13427.22
1746.65,13394.54
1748.55,13361.06
1750.45,13331.12
1752.35,13295.34
1754.25,13259.25
1756.14,13228.51
1758.04,13189.5
1759.93,13152.22
1761.83,13115.48
1763.72,13073.42
1765.61,13030.12
1767.51,12988.5
1769.4,12938.95
1771.29,12893
1773.18,12849.06
1775.07,12797.93
1776.96,12747.66
1778.84,12694.95
1780.73,12644.8
1782.62,12594.5
1784.5,12547.11
1786.39,12503.14
1788.27,12462.15
1790.15,12415.14
1792.04,12378.25
1793.92,12345.24
1795.8,12306
1797.68,12271.56
1799.56,12233.07
1801.44,12197.84
1803.32,12162.18
1805.19,12124.59
1807.07,12085.43
1808.94,12042.89
1810.82,12000.26
1812.69,11958.98
1814.57,11916.72
1816.44,11877.13
1818.31,11835.8
1820.18,11800.72
1822.05,11761.85
1823.92,11729.88
1825.79,11697.27
1827.66,11660.55
1829.53,11628.53
1831.39,11597.71
1833.26,11568.25
1835.12,11538.4
1836.99,11508.11
1838.85,11478.28
1840.71,11447.12
1842.58,11420.5
1844.44,11390.3
1846.3,11361.41
1848.16,11326.21
1850.02,11291.3
1851.87,11258.54
1853.73,11227.55
1855.59,11191.88
1857.44,11157.59
1859.3,11123.49
1861.15,11093.85
1863.01,11057.05
1864.86,11020.24
1866.71,10989.03
1868.56,10953.09
1870.41,10916.48
1872.26,10886.43
1874.11,10856.35
1875.96,10831.04
1877.81,10798.63
1879.66,10768.84
1881.5,10738.95
1883.35,10709.18
1885.19,10680.99
1887.04,10652.85
1888.88,10620.7
1890.72,10586.45
1892.56,10551.55
1894.41,10521.32
1896.25,10486.07
1898.09,10452.44
1899.92,10417.59
1901.76,10385.85
1903.6,10355.02
1905.44,10324.46
1907.27,10293.73
1909.11,10261.6
1910.94,10231.83
1912.77,10204.2
1914.61,10170.55
1916.44,10141.12
1918.27,10109.08
1920.1,10077.16
1921.93,10046.95
1923.76,10014.76
1925.59,9982.75
1927.41,9952.93
1929.24,9919.15
1931.07,9887.8
1932.89,9856.11
1934.72,9824.02
1936.54,9788.11
1938.36,9756.22
1940.19,9725.98
1942.01,9692.15
1943.83,9662.72
1945.65,9633.86
1947.47,9604.95
1949.29,9574.58
1951.1,9541.41
1952.92,9512.88
1954.74,9484.47
1956.55,9454.73
1958.37,9430.54
1960.18,9400.36
1961.99,9369.65
1963.81,9342.58
1965.62,9318.51
1967.43,9287.41
1969.24,9257.67
1971.05,9227.93
1972.86,9197.52
1974.67,9166.27
1976.47,9136.18
1978.28,9102.03
1980.09,9066.12
1981.89,9034.49
1983.7,8999.35
1985.5,8969.2
1987.3,8938.37
1989.11,8910.2
1990.91,8881.53
1992.71,8854.89
1994.51,8829.21
1996.31,8805.5
1998.11,8781.02
1999.9,8757.18
2001.7,8731.46
2003.5,8708.88
2005.29,8683.78
2007.09,8657.08
2008.88,8629.07
2010.67,8604.79
2012.47,8579.8
2014.26,8555.13
2016.05,8530.02
2017.84,8498.76
2019.63,8467.2
2021.42,8437.02
2023.21,8406.36
2024.99,8381.2
2026.78,8354.4
2028.57,8328.92
2030.35,8303.31
2032.14,8272.49
2033.92,8246.62
2035.7,8223.78
2037.48,8197.97
2039.27,8174.15
2041.05,8152.85
2042.83,8126.76
2044.61,8102.2
2046.38,8077.23
2048.16,8053.49
2049.94,8029.54
2051.71,8004.28
2053.49,7985.28
2055.27,7961.71
2057.04,7938.76
2058.81,7913.25
2060.59,7887.1
2062.36,7864.94
2064.13,7839.53
2065.9,7815.31
2067.67,7788.96
2069.44,7761.59
2071.21,7738.01
2072.97,7716.62
2074.74,7694.77
2076.51,7669.01
2078.27,7645.93
2080.04,7626.2
2081.8,7606.72
2083.56,7580.42
2085.32,7556.8
2087.09,7533.24
2088.85,7507.06
2090.61,7482.66
2092.37,7459.89
2094.12,7436.23
2095.88,7416.51
2097.64,7390.5
2099.4,7367.28
2101.15,7340.6
2102.91,7316.89
2104.66,7295
2106.41,7271.76
2108.17,7246.6
2109.92,7225.91
2111.67,7199.72
2113.42,7180.53
2115.17,7163.07
2116.92,7141.17
2118.67,7124.59
2120.42,7103.83
2122.16,7078.55
2123.91,7058.63
2125.65,7032.93
2127.4,7011.76
2129.14,6986.7
2130.89,6966.17
2132.63,6941.88
2134.37,6914.45
2136.11,6890.02
2137.85,6864.59
2139.59,6837.03
2141.33,6815.98
2143.07,6792.15
2144.81,6767.38
2146.54,6745.82
2148.28,6725.53
2150.01,6704.44
2151.75,6680.46
2153.48,6659.25
2155.22,6641.33
2156.95,6622.32
2158.68,6602.93
2160.41,6587.39
2162.14,6569.77
2163.87,6552.81
2165.6,6536.76
2167.33,6514.26
2169.05,6495.48
2170.78,6474.68
2172.51,6455.35
2174.23,6432.52
2175.96,6410.54
2177.68,6391.11
2179.4,6369.96
2181.12,6345.51
2182.85,6325.38
2184.57,6301.15
2186.29,6276.59
2188.01,6254.02
2189.72,6230.46
2191.44,6208.3
2193.16,6189.85
2194.87,6171.1
2196.59,6155.32
2198.31,6134.77
2200.02,6117.77
2201.73,6097.01
2203.45,6080.15
2205.16,6061.97
2206.87,6043.83
2208.58,6025.15
2210.29,6009.86
2212,5986.45
2213.71,5967.66
2215.41,5947.85
2217.12,5922.89
2218.83,5901.37
2220.53,5879.69
2222.24,5859.01
2223.94,5835.66
2225.64,5813.02
2227.35,5791.75
2229.05,5772.33
2230.75,5748.37
2232.45,5728.87
2234.15,5710.34
2235.85,5688.37
2237.55,5670.52
2239.24,5650.83
2240.94,5630.81
2242.64,5612.88
2244.33,5594.02
2246.03,5573.15
2247.72,5551.87
2249.41,5535.67
2251.11,5514.93
2252.8,5494.82
2254.49,5475.21
2256.18,5455.15
2257.87,5436.21
2259.56,5416.76
2261.25,5394.46
2262.93,5373.72
2264.62,5355.39
2266.31,5335.23
2267.99,5318.43
2269.68,5300.32
2271.36,5281.21
2273.04,5263.25
2274.73,5246.13
2276.41,5227.52
2278.09,5210.08
2279.77,5196.14
2281.45,5180.88
2283.13,5163.58
2284.8,5145.91
2286.48,5131.52
2288.16,5115.49
2289.83,5102.65
2291.51,5086.69
2293.18,5071.12
2294.86,5056.05
2296.53,5039.76
2298.2,5021.56
2299.88,5007.42
2301.55,4988.5
2303.22,4967.5
2304.89,4951.76
2306.55,4935.64
2308.22,4920.3
2309.89,4907.54
2311.56,4888.4
2313.22,4875.82
2314.89,4861.98
2316.55,4847.5
2318.22,4831.94
2319.88,4816.76
2321.54,4805.89
2323.2,4791.45
2324.86,4777.04
2326.52,4764.1
2328.18,4748.95
2329.84,4736.72
2331.5,4722.75
2333.16,4707.26
2334.81,4691.72
2336.47,4673.7
2338.12,4657.56
2339.78,4645.12
2341.43,4630.32
2343.09,4615.22
2344.74,4603.29
2346.39,4595.58
2348.04,4578.98
2349.69,4566.33
2351.34,4553.49
2352.99,4539.42
2354.64,4526.41
2356.28,4515.41
2357.93,4500.34
2359.58,4489.54
2361.22,4480.51
2362.87,4468.85
2364.51,4455.05
2366.15,4445.34
2367.8,4432.32
2369.44,4422.01
2371.08,4409.85
2372.72,4392.32
2374.36,4376.64
2376,4361.9
2377.64,4349.18
2379.27,4335.07
2380.91,4319.47
2382.55,4305.36
2384.18,4292.04
2385.82,4277.89
2387.45,4264.94
2389.08,4249.72
2390.71,4237.24
2392.35,4224.56
2393.98,4210.33
2395.61,4200.61
2397.24,4191.48
2398.87,4177.25
2400.49,4168.04
2402.12,4155.59
2403.75,4144.9
2405.37,4133.26
2407,4122.09
2408.62,4107.97
2410.25,4096.34
2411.87,4082.21
2413.49,4061.01
2415.12,4044.79
2416.74,4028.32
2418.36,4012.23
2419.98,3998.4
2421.6,3988.07
2423.21,3974.59
2424.83,3960.07
2426.45,3944.97
2428.07,3928.81
2429.68,3913.21
2431.3,3899.9
2432.91,3884.1
2434.52,3869.41
2436.14,3856.63
2437.75,3846.38
2439.36,3838.15
2440.97,3831.03
2442.58,3823.07
2444.19,3814.32
2445.8,3814.33
2447.4,3813.41
2449.01,3814.08
2450.62,3816.64
2452.22,3818.58
2453.83,3819.53
2455.43,3817.83
2457.04,3818.36
2458.64,3816.78
2460.24,3812.2
2461.84,3802.92
2463.44,3791.56
2465.04,3786.14
2466.64,3772.11
2468.24,3761.98
2469.84,3747.76
2471.44,3734.29
2473.03,3721.12
2474.63,3715.03
2476.22,3703.61
2477.82,3693.37
2479.41,3684.63
2481,3675.13
2482.6,3664.02
2484.19,3657.94
2485.78,3647.78
2487.37,3633.5
2488.96,3619.15
2490.55,3611.88
2492.14,3604.37
2493.72,3592.54
2495.31,3583.99
2496.9,3575.76
2498.48,3563.07
2500.07,3556.36
2501.65,3546.41
2503.23,3535.02
2504.82,3533.26
2506.4,3517.2
2507.98,3503.74
2509.56,3485.91
2511.14,3467.7
2512.72,3447.74
2514.3,3427.31
2515.87,3399.39
2517.45,3375.23
2519.03,3354.76
2520.6,3335.43
2522.18,3312.74
2523.75,3293.9
2525.32,3277.12
2526.9,3262.06
2528.47,3249.89
2530.04,3238.77
2531.61,3228.15
2533.18,3217.8
2534.75,3210.38
2536.32,3202.41
2537.89,3192.52
2539.45,3178.87
2541.02,3168.78
2542.59,3161.7
2544.15,3153.33
2545.72,3145.6
2547.28,3141.05
2548.84,3131.08
2550.41,3122.46
2551.97,3112.45
2553.53,3102.98
2555.09,3093.44
2556.65,3086.46
2558.21,3080.99
2559.76,3072.85
2561.32,3064.81
2562.88,3058.2
2564.43,3047.96
2565.99,3041.5
2567.54,3034.33
2569.1,3015.75
2570.65,3008.88
2572.2,3002.04
2573.76,2995.84
2575.31,2988.4
2576.86,2984.99
2578.41,2975.55
2579.96,2970.2
2581.51,2960.4
2583.05,2952.25
2584.6,2946.14
2586.15,2937.83
2587.69,2930.23
2589.24,2924.52
2590.78,2915.81
2592.33,2908.98
2593.87,2901.35
2595.41,2892.95
2596.95,2887.43
2598.49,2880.65
2600.03,2875.33
2601.57,2867.03
2603.11,2860.98
2604.65,2857.68
2606.19,2846.11
2607.72,2840.76
2609.26,2832.41
2610.8,2824.82
2612.33,2816.22
2613.86,2816.36
2615.4,2810.7
2616.93,2804.9
2618.46,2796.78
2619.99,2787.16
2621.52,2781.44
2623.05,2775.14
2624.58,2764.43
2626.11,2759.66
2627.64,2752.86
2629.17,2743.49
2630.69,2738.24
2632.22,2732.09
2633.74,2723.83
2635.27,2712.05
2636.79,2705.94
2638.32,2699.16
2639.84,2687.83
2641.36,2683.63
2642.88,2680.12
2644.4,2676.3
2645.92,2670.8
2647.44,2662.72
2648.96,2662.38
2650.47,2655.56
2651.99,2647.42
2653.51,2640.99
2655.02,2632.82
2656.54,2625.72
2658.05,2621.08
2659.57,2610.46
2661.08,2601.37
2662.59,2596.54
2664.1,2594.52
2665.61,2590.37
2667.12,2583.66
2668.63,2578.63
2670.14,2574.12
2671.65,2572.72
2673.16,2567.17
2674.66,2564.63
2676.17,2555.27
2677.67,2550.84
2679.18,2547.67
2680.68,2545.28
2682.18,2541.29
2683.69,2534.58
2685.19,2532.63
2686.69,2533.77
2688.19,2528.45
2689.69,2526.89
2691.19,2523.89
2692.69,2518.23
2694.19,2517.26
2695.68,2516.83
2697.18,2516.03
2698.68,2514.39
2700.17,2510.08
2701.66,2504.64
2703.16,2498.82
2704.65,2492.62
2706.14,2486.41
2707.64,2478.31
2709.13,2473.62
2710.62,2463.89
2712.11,2459.56
2713.59,2455.82
2715.08,2451.1
2716.57,2444.1
2718.06,2436.02
2719.54,2427.63
2721.03,2424.98
2722.51,2423.86
2724,2411.68
2725.48,2400.75
2726.96,2393.14
2728.45,2382.36
2729.93,2377.31
2731.41,2362.96
2732.89,2350.31
2734.37,2341.77
2735.85,2332.92
2737.33,2320.89
2738.8,2312.02
2740.28,2303.02
2741.76,2293.72
2743.23,2280.2
2744.71,2272.22
2746.18,2260.89
2747.65,2250.23
2749.13,2239.9
2750.6,2228.67
2752.07,2218.98
2753.54,2209.36
2755.01,2196.94
2756.48,2187.37
2757.95,2180.93
2759.42,2171.35
2760.88,2162.13
2762.35,2157.42
2763.82,2152.08
2765.28,2146.11
2766.75,2139.63
2768.21,2137.73
2769.67,2132.93
2771.14,2126.64
2772.6,2120.94
2774.06,2116.05
2775.52,2113.78
2776.98,2115.82
2778.44,2113.49
2779.9,2112.83
2781.35,2111.07
2782.81,2107.63
2784.27,2108.63
