Wavenumber [cm-1],Raman Intensity
2130.89,7714.74
2132.63,7688.04
2134.37,7662.62
2136.11,7634.14
2137.85,7605.28
2139.59,7575.28
2141.33,7545.92
2143.07,7515.6
2144.81,7485.92
2146.54,7456.33
2148.28,7429.01
2150.01,7400.29
2151.75,7371.96
2153.48,7345.32
2155.22,7318.39
2156.95,7293.66
2158.68,7269.06
2160.41,7244.92
2162.14,7221.67
2163.87,7198.9
2165.6,7175.59
2167.33,7153.31
2169.05,7130.46
2170.78,7106.69
2172.51,7082.05
2174.23,7054.98
2175.96,7028.42
2177.68,7000.75
2179.4,6973.33
2181.12,6945.85
2182.85,6916.8
2184.57,6888.07
2186.29,6860.29
2188.01,6832.13
2189.72,6805.65
2191.44,6780.53
2193.16,6754.15
2194.87,6728.16
2196.59,6702.55
2198.31,6679.76
2200.02,6654.81
2201.73,6631.53
2203.45,6607.24
2205.16,6583.14
2206.87,6559.9
2208.58,6535.8
2210.29,6512.07
2212,6487.42
2213.71,6462.76
2215.41,6437.65
2217.12,6412.89
2218.83,6386.57
2220.53,6361.07
2222.24,6334.33
2223.94,6307.76
2225.64,6281.68
2227.35,6257.04
2229.05,6231.35
2230.75,6206.48
2232.45,6181.02
2234.15,6155.3
2235.85,6131.07
2237.55,6106.58
2239.24,6082.35
2240.94,6059.99
2242.64,6037.65
2244.33,6016.44
2246.03,5995.09
2247.72,5972.11
2249.41,5949.19
2251.11,5926.71
2252.8,5903.54
2254.49,5882.79
2256.18,5861.15
2257.87,5838.78
2259.56,5816.52
2261.25,5793.55
2262.93,5771.6
2264.62,5748.78
2266.31,5726.35
2267.99,5702.73
2269.68,5680.91
2271.36,5659.32
2273.04,5637.72
2274.73,5616.53
2276.41,5596.13
2278.09,5576.32
2279.77,5554.33
2281.45,5533.67
2283.13,5514.06
2284.8,5494.17
2286.48,5474.41
2288.16,5453.6
2289.83,5433.11
2291.51,5414.23
2293.18,5395.37
2294.86,5376.11
2296.53,5355.42
2298.2,5335.37
2299.88,5314.52
2301.55,5294.33
2303.22,5275.35
2304.89,5255.68
2306.55,5236.91
2308.22,5217.14
2309.89,5197.11
2311.56,5177.58
2313.22,5158.51
2314.89,5140.33
2316.55,5123
2318.22,5105.84
2319.88,5088.93
2321.54,5071.98
2323.2,5053.75
2324.86,5035.93
2326.52,5018.85
2328.18,5001.2
2329.84,4982.56
2331.5,4964.55
2333.16,4946.92
2334.81,4927.56
2336.47,4910.65
2338.12,4891.93
2339.78,4872.6
2341.43,4853.79
2343.09,4834.55
2344.74,4815.07
2346.39,4795.98
2348.04,4780.53
2349.69,4763.57
2351.34,4744.97
2352.99,4729.35
2354.64,4713.05
2356.28,4697.38
2357.93,4681.67
2359.58,4663.36
2361.22,4645.08
2362.87,4628.5
2364.51,4612.17
